coc_id,coc_name,year,median_contract_rent,first_quartile_contract_rent,pit_total,pit_sheltered,pit_unsheltered,acs5_vintage_used,tract_vintage_used
CA-501,San Francisco CoC,2015,1499.09,892.03,6775,2417,4358,2015,2010
CA-501,San Francisco CoC,2016,1559.67,915.81,6996,2638,4358,2016,2010
CA-501,San Francisco CoC,2017,1627.59,942.41,6858,2505,4353,2017,2010
CA-501,San Francisco CoC,2018,1721.68,987.21,6857,2504,4353,2018,2010
CA-501,San Francisco CoC,2019,1801.39,1013.14,8035,2855,5180,2019,2010
CA-501,San Francisco CoC,2020,1943.29,1070.96,8124,2944,5180,2020,2020
CA-501,San Francisco CoC,2021,2057.68,1151.11,4000,4000,0,2021,2020
CA-501,San Francisco CoC,2022,2215.96,1260.51,7754,3357,4397,2022,2020
CA-501,San Francisco CoC,2023,2306.8,1315.19,7582,3185,4397,2023,2020
CA-501,San Francisco CoC,2024,2377.84,1367.41,8323,3969,4354,2024,2020
CA-502,"Oakland, Berkeley/Alameda County CoC",2010,1117.92,833.27,4341,2378,1963,2010,2010
CA-502,"Oakland, Berkeley/Alameda County CoC",2011,1159.57,861.36,4178,1966,2212,2011,2010
CA-502,"Oakland, Berkeley/Alameda County CoC",2012,1192.63,883.88,4257,2045,2212,2012,2010
CA-502,"Oakland, Berkeley/Alameda County CoC",2013,1213.15,895.95,4264,1927,2337,2013,2010
CA-502,"Oakland, Berkeley/Alameda County CoC",2014,1253.1,911.18,4272,1935,2337,2014,2010
CA-502,"Oakland, Berkeley/Alameda County CoC",2015,1298.7,933.68,4040,1643,2397,2015,2010
CA-502,"Oakland, Berkeley/Alameda County CoC",2016,1362.13,966.24,4145,1748,2397,2016,2010
CA-502,"Oakland, Berkeley/Alameda County CoC",2017,1464.01,1025.67,5629,1766,3863,2017,2010
CA-502,"Oakland, Berkeley/Alameda County CoC",2018,1579.64,1092.89,5496,1633,3863,2018,2010
CA-502,"Oakland, Berkeley/Alameda County CoC",2019,1696.91,1156.75,8022,1710,6312,2019,2010
CA-502,"Oakland, Berkeley/Alameda County CoC",2020,1799.64,1220.38,8137,1825,6312,2020,2020
CA-502,"Oakland, Berkeley/Alameda County CoC",2021,1913.49,1309.42,2546,2546,0,2021,2020
CA-502,"Oakland, Berkeley/Alameda County CoC",2022,2069.95,1424.78,9747,2612,7135,2022,2020
CA-502,"Oakland, Berkeley/Alameda County CoC",2023,2148.61,1486.56,9759,2624,7135,2023,2020
CA-502,"Oakland, Berkeley/Alameda County CoC",2024,2203.69,1536.85,9450,3107,6343,2024,2020
CA-503,Sacramento City & County CoC,2010,900.01,704.36,2734,1540,1194,2010,2010
CA-503,Sacramento City & County CoC,2011,918.15,714.66,2376,1421,955,2011,2010
CA-503,Sacramento City & County CoC,2012,928.71,714.2,2812,1857,955,2012,2010
CA-503,Sacramento City & County CoC,2013,935.95,718.67,2538,1752,786,2013,2010
CA-503,Sacramento City & County CoC,2014,940.25,722.41,2449,1663,786,2014,2010
CA-503,Sacramento City & County CoC,2015,946.81,720.65,2659,1711,948,2015,2010
CA-503,Sacramento City & County CoC,2016,964.93,735.6,2500,1552,948,2016,2010
CA-503,Sacramento City & County CoC,2017,1006.42,767.34,3665,1613,2052,2017,2010
CA-503,Sacramento City & County CoC,2018,1067.26,802.4,3621,1569,2052,2018,2010
CA-503,Sacramento City & County CoC,2019,1133.1,854.8,5561,1661,3900,2019,2010
CA-503,Sacramento City & County CoC,2020,1199.42,906.5,5511,1611,3900,2020,2020
CA-503,Sacramento City & County CoC,2021,1294.18,984.0,1885,1885,0,2021,2020
CA-503,Sacramento City & County CoC,2022,1434.7,1076.24,9278,2614,6664,2022,2020
CA-503,Sacramento City & County CoC,2023,1531.22,1142.84,9281,2617,6664,2023,2020
CA-503,Sacramento City & County CoC,2024,1611.21,1212.38,6615,2671,3944,2024,2020
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2010,1118.07,848.59,3345,1123,2222,2010,2010
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2011,1148.32,864.07,4541,1175,3366,2011,2010
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2012,1165.74,886.62,4483,1117,3366,2012,2010
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2013,1179.45,903.84,4280,971,3309,2013,2010
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2014,1220.5,925.29,4266,957,3309,2014,2010
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2015,1240.95,933.87,3097,1037,2060,2015,2010
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2016,1289.5,965.25,2906,1000,1906,2016,2010
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2017,1354.81,1003.8,2835,988,1847,2017,2010
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2018,1423.98,1057.29,2996,1067,1929,2018,2010
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2019,1491.28,1093.59,2951,994,1957,2019,2010
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2020,1606.87,1151.33,2745,1043,1702,2020,2020
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2021,1706.76,1211.09,787,787,0,2021,2020
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2022,1870.51,1325.37,2893,805,2088,2022,2020
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2023,1915.29,1370.08,2266,975,1291,2023,2020
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",2024,1980.2,1411.09,2522,945,1577,2024,2020
CA-505,Contra Costa County CoC,2010,1221.18,897.94,2759,887,1872,2010,2010
CA-505,Contra Costa County CoC,2011,1249.1,919.57,2415,925,1490,2011,2010
CA-505,Contra Costa County CoC,2012,1276.82,939.7,2386,896,1490,2012,2010
CA-505,Contra Costa County CoC,2013,1300.92,948.3,2000,671,1329,2013,2010
CA-505,Contra Costa County CoC,2014,1328.14,972.64,2009,680,1329,2014,2010
CA-505,Contra Costa County CoC,2015,1371.17,982.04,2031,704,1327,2015,2010
CA-505,Contra Costa County CoC,2016,1437.24,1022.36,1730,620,1110,2016,2010
CA-505,Contra Costa County CoC,2017,1510.79,1072.07,1607,696,911,2017,2010
CA-505,Contra Costa County CoC,2018,1608.44,1144.09,2234,697,1537,2018,2010
CA-505,Contra Costa County CoC,2019,1714.09,1219.41,2295,668,1627,2019,2010
CA-505,Contra Costa County CoC,2020,1810.59,1304.12,2277,707,1570,2020,2020
CA-505,Contra Costa County CoC,2021,1920.68,1394.23,820,820,0,2021,2020
CA-505,Contra Costa County CoC,2022,2087.44,1507.55,3093,764,2329,2022,2020
CA-505,Contra Costa County CoC,2023,2154.78,1565.4,2372,719,1653,2023,2020
CA-505,Contra Costa County CoC,2024,2205.33,1618.53,2843,884,1959,2024,2020
CA-506,"Salinas/Monterey, San Benito Counties CoC",2010,1079.85,788.07,2407,779,1628,2010,2010
CA-506,"Salinas/Monterey, San Benito Counties CoC",2011,1108.09,819.6,2699,788,1911,2011,2010
CA-506,"Salinas/Monterey, San Benito Counties CoC",2012,1138.93,840.19,2673,762,1911,2012,2010
CA-506,"Salinas/Monterey, San Benito Counties CoC",2013,1163.01,859.89,2955,749,2206,2013,2010
CA-506,"Salinas/Monterey, San Benito Counties CoC",2014,1181.91,868.4,2962,756,2206,2014,2010
CA-506,"Salinas/Monterey, San Benito Counties CoC",2015,1204.52,870.47,2959,852,2107,2015,2010
CA-506,"Salinas/Monterey, San Benito Counties CoC",2016,1226.23,885.79,3022,915,2107,2016,2010
CA-506,"Salinas/Monterey, San Benito Counties CoC",2017,1279.13,914.48,3364,850,2514,2017,2010
CA-506,"Salinas/Monterey, San Benito Counties CoC",2018,1349.49,953.83,3299,785,2514,2018,2010
CA-506,"Salinas/Monterey, San Benito Counties CoC",2019,1427.38,1003.88,2704,706,1998,2019,2010
CA-506,"Salinas/Monterey, San Benito Counties CoC",2020,1502.33,1044.63,2683,685,1998,2020,2020
CA-506,"Salinas/Monterey, San Benito Counties CoC",2021,1610.47,1148.41,678,678,0,2021,2020
CA-506,"Salinas/Monterey, San Benito Counties CoC",2022,1754.38,1271.48,2404,779,1625,2022,2020
CA-506,"Salinas/Monterey, San Benito Counties CoC",2023,1870.54,1338.35,2212,587,1625,2023,2020
CA-506,"Salinas/Monterey, San Benito Counties CoC",2024,1901.17,1361.03,3057,678,2379,2024,2020
CA-507,Marin County CoC,2010,1455.38,1075.12,1026,597,429,2010,2010
CA-507,Marin County CoC,2011,1493.96,1100.33,862,509,353,2011,2010
CA-507,Marin County CoC,2012,1508.82,1122.0,725,496,229,2012,2010
CA-507,Marin County CoC,2013,1513.73,1120.98,676,505,171,2013,2010
CA-507,Marin County CoC,2014,1556.23,1149.99,679,501,178,2014,2010
CA-507,Marin County CoC,2015,1606.35,1173.65,1318,483,835,2015,2010
CA-507,Marin County CoC,2016,1696.49,1244.76,1258,423,835,2016,2010
CA-507,Marin County CoC,2017,1797.32,1281.08,1117,409,708,2017,2010
CA-507,Marin County CoC,2018,1911.73,1375.06,1095,387,708,2018,2010
CA-507,Marin County CoC,2019,2000.09,1453.11,1034,326,708,2019,2010
CA-507,Marin County CoC,2020,2115.14,1521.31,1032,324,708,2020,2020
CA-507,Marin County CoC,2021,2205.43,1577.52,225,225,0,2021,2020
CA-507,Marin County CoC,2022,2419.45,1687.1,1121,291,830,2022,2020
CA-507,Marin County CoC,2023,2515.23,1742.45,1118,288,830,2023,2020
CA-507,Marin County CoC,2024,2566.8,1787.47,1090,302,788,2024,2020
CA-508,Watsonville/Santa Cruz City & County CoC,2010,1175.23,818.7,2265,729,1536,2010,2010
CA-508,Watsonville/Santa Cruz City & County CoC,2011,1236.3,849.11,2771,646,2125,2011,2010
CA-508,Watsonville/Santa Cruz City & County CoC,2012,1276.18,888.67,2735,610,2125,2012,2010
CA-508,Watsonville/Santa Cruz City & County CoC,2013,1282.03,886.13,3536,641,2895,2013,2010
CA-508,Watsonville/Santa Cruz City & County CoC,2014,1328.53,931.4,3529,634,2895,2014,2010
CA-508,Watsonville/Santa Cruz City & County CoC,2015,1367.5,955.61,1964,610,1354,2015,2010
CA-508,Watsonville/Santa Cruz City & County CoC,2016,1406.08,982.94,1959,605,1354,2016,2010
CA-508,Watsonville/Santa Cruz City & County CoC,2017,1459.89,1001.67,2249,450,1799,2017,2010
CA-508,Watsonville/Santa Cruz City & County CoC,2018,1558.95,1054.49,2320,521,1799,2018,2010
CA-508,Watsonville/Santa Cruz City & County CoC,2019,1623.36,1102.12,2167,467,1700,2019,2010
CA-508,Watsonville/Santa Cruz City & County CoC,2020,1742.72,1186.96,2256,556,1700,2020,2020
CA-508,Watsonville/Santa Cruz City & County CoC,2021,1824.97,1278.96,800,800,0,2021,2020
CA-508,Watsonville/Santa Cruz City & County CoC,2022,1961.79,1344.66,2299,525,1774,2022,2020
CA-508,Watsonville/Santa Cruz City & County CoC,2023,2025.97,1389.91,1804,378,1426,2023,2020
CA-508,Watsonville/Santa Cruz City & County CoC,2024,2087.64,1447.44,1850,365,1485,2024,2020
CA-509,Mendocino County CoC,2010,767.27,540.55,1202,235,967,2010,2010
CA-509,Mendocino County CoC,2011,795.42,553.9,1456,142,1314,2011,2010
CA-509,Mendocino County CoC,2012,813.08,543.84,1441,127,1314,2012,2010
CA-509,Mendocino County CoC,2013,833.92,530.5,1392,174,1218,2013,2010
CA-509,Mendocino County CoC,2014,841.7,530.51,1404,186,1218,2014,2010
CA-509,Mendocino County CoC,2015,841.64,543.01,947,152,795,2015,2010
CA-509,Mendocino County CoC,2016,849.22,551.23,1242,192,1050,2016,2010
CA-509,Mendocino County CoC,2017,902.53,600.87,1238,160,1078,2017,2010
CA-509,Mendocino County CoC,2018,931.65,649.52,880,157,723,2018,2010
CA-509,Mendocino County CoC,2019,971.41,703.94,785,247,538,2019,2010
CA-509,Mendocino County CoC,2020,965.5,676.1,751,176,575,2020,2020
CA-509,Mendocino County CoC,2021,1014.98,673.4,318,318,0,2021,2020
CA-509,Mendocino County CoC,2022,1065.12,693.05,830,270,560,2022,2020
CA-509,Mendocino County CoC,2023,1128.77,738.26,633,223,410,2023,2020
CA-509,Mendocino County CoC,2024,1129.8,713.9,774,222,552,2024,2020
CA-510,"Turlock, Modesto/Stanislaus County CoC",2010,804.08,620.61,1800,801,999,2010,2010
CA-510,"Turlock, Modesto/Stanislaus County CoC",2011,827.58,642.2,1434,643,791,2011,2010
CA-510,"Turlock, Modesto/Stanislaus County CoC",2012,837.84,645.36,1470,679,791,2012,2010
CA-510,"Turlock, Modesto/Stanislaus County CoC",2013,841.25,659.41,1201,556,645,2013,2010
CA-510,"Turlock, Modesto/Stanislaus County CoC",2014,842.93,657.69,1156,713,443,2014,2010
CA-510,"Turlock, Modesto/Stanislaus County CoC",2015,838.41,656.85,1408,725,683,2015,2010
CA-510,"Turlock, Modesto/Stanislaus County CoC",2016,851.39,666.95,1434,704,730,2016,2010
CA-510,"Turlock, Modesto/Stanislaus County CoC",2017,886.01,690.46,1661,840,821,2017,2010
CA-510,"Turlock, Modesto/Stanislaus County CoC",2018,936.64,712.07,1356,750,606,2018,2010
CA-510,"Turlock, Modesto/Stanislaus County CoC",2019,992.66,762.57,1923,835,1088,2019,2010
CA-510,"Turlock, Modesto/Stanislaus County CoC",2020,1040.56,783.5,2107,1020,1087,2020,2020
CA-510,"Turlock, Modesto/Stanislaus County CoC",2021,1112.24,841.22,2927,726,2201,2021,2020
CA-510,"Turlock, Modesto/Stanislaus County CoC",2022,1218.15,912.8,1857,911,946,2022,2020
CA-510,"Turlock, Modesto/Stanislaus County CoC",2023,1281.77,953.1,2091,1142,949,2023,2020
CA-510,"Turlock, Modesto/Stanislaus County CoC",2024,1362.84,987.44,2052,1072,980,2024,2020
CA-511,Stockton/San Joaquin County CoC,2010,870.4,644.59,3005,2840,165,2010,2010
CA-511,Stockton/San Joaquin County CoC,2011,896.12,658.26,2540,2293,247,2011,2010
CA-511,Stockton/San Joaquin County CoC,2012,911.18,660.85,1569,1322,247,2012,2010
CA-511,Stockton/San Joaquin County CoC,2013,920.59,671.23,1541,1278,263,2013,2010
CA-511,Stockton/San Joaquin County CoC,2014,923.47,676.78,1588,1325,263,2014,2010
CA-511,Stockton/San Joaquin County CoC,2015,925.15,668.58,1708,1173,535,2015,2010
CA-511,Stockton/San Joaquin County CoC,2016,948.08,683.1,1780,1245,535,2016,2010
CA-511,Stockton/San Joaquin County CoC,2017,979.72,703.13,1542,975,567,2017,2010
CA-511,Stockton/San Joaquin County CoC,2018,1037.21,729.93,1685,1118,567,2018,2010
CA-511,Stockton/San Joaquin County CoC,2019,1088.31,764.45,2631,1073,1558,2019,2010
CA-511,Stockton/San Joaquin County CoC,2020,1149.23,802.11,2677,1119,1558,2020,2020
CA-511,Stockton/San Joaquin County CoC,2021,1224.02,849.35,885,885,0,2021,2020
CA-511,Stockton/San Joaquin County CoC,2022,1348.59,946.04,2319,964,1355,2022,2020
CA-511,Stockton/San Joaquin County CoC,2023,1423.65,995.14,2454,1099,1355,2023,2020
CA-511,Stockton/San Joaquin County CoC,2024,1499.5,1033.53,4732,1263,3469,2024,2020
CA-512,Daly City/San Mateo County CoC,2010,1396.19,1068.71,1424,621,803,2010,2010
CA-512,Daly City/San Mateo County CoC,2011,1449.18,1107.52,1926,764,1162,2011,2010
CA-512,Daly City/San Mateo County CoC,2012,1475.59,1141.02,1845,683,1162,2012,2010
CA-512,Daly City/San Mateo County CoC,2013,1521.68,1163.55,1995,696,1299,2013,2010
CA-512,Daly City/San Mateo County CoC,2014,1565.1,1202.76,2024,725,1299,2014,2010
CA-512,Daly City/San Mateo County CoC,2015,1661.65,1236.65,1483,708,775,2015,2010
CA-512,Daly City/San Mateo County CoC,2016,1764.2,1309.55,1361,586,775,2016,2010
CA-512,Daly City/San Mateo County CoC,2017,1912.5,1398.58,1253,616,637,2017,2010
CA-512,Daly City/San Mateo County CoC,2018,2077.18,1515.68,1238,601,637,2018,2010
CA-512,Daly City/San Mateo County CoC,2019,2234.24,1622.29,1512,611,901,2019,2010
CA-512,Daly City/San Mateo County CoC,2020,2372.13,1710.26,1572,671,901,2020,2020
CA-512,Daly City/San Mateo County CoC,2021,2494.73,1817.42,621,621,0,2021,2020
CA-512,Daly City/San Mateo County CoC,2022,2688.36,2013.85,1808,716,1092,2022,2020
CA-512,Daly City/San Mateo County CoC,2023,2729.52,2057.28,1859,767,1092,2023,2020
CA-512,Daly City/San Mateo County CoC,2024,2739.64,2084.13,2130,985,1145,2024,2020
CA-513,"Visalia/Kings, Tulare Counties CoC",2010,661.62,463.42,966,406,560,2010,2010
CA-513,"Visalia/Kings, Tulare Counties CoC",2011,691.29,485.89,804,457,347,2011,2010
CA-513,"Visalia/Kings, Tulare Counties CoC",2012,704.88,508.13,771,416,355,2012,2010
CA-513,"Visalia/Kings, Tulare Counties CoC",2013,710.05,512.81,705,409,296,2013,2010
CA-513,"Visalia/Kings, Tulare Counties CoC",2014,715.22,521.1,763,386,377,2014,2010
CA-513,"Visalia/Kings, Tulare Counties CoC",2015,722.91,527.26,862,417,445,2015,2010
CA-513,"Visalia/Kings, Tulare Counties CoC",2016,728.27,533.07,792,326,466,2016,2010
CA-513,"Visalia/Kings, Tulare Counties CoC",2017,745.32,543.85,853,354,499,2017,2010
CA-513,"Visalia/Kings, Tulare Counties CoC",2018,778.81,561.91,967,315,652,2018,2010
CA-513,"Visalia/Kings, Tulare Counties CoC",2019,804.24,580.97,1064,289,775,2019,2010
CA-513,"Visalia/Kings, Tulare Counties CoC",2020,823.95,602.99,1297,360,937,2020,2020
CA-513,"Visalia/Kings, Tulare Counties CoC",2021,868.74,631.72,494,494,0,2021,2020
CA-513,"Visalia/Kings, Tulare Counties CoC",2022,948.39,688.42,1235,412,823,2022,2020
CA-513,"Visalia/Kings, Tulare Counties CoC",2023,992.49,718.29,1470,381,1089,2023,2020
CA-513,"Visalia/Kings, Tulare Counties CoC",2024,1040.77,745.44,1672,331,1341,2024,2020
CA-514,Fresno City & County/Madera County CoC,2010,718.8,525.74,4288,1831,2457,2010,2010
CA-514,Fresno City & County/Madera County CoC,2011,744.49,546.57,5135,1313,3822,2011,2010
CA-514,Fresno City & County/Madera County CoC,2012,758.25,561.64,4492,670,3822,2012,2010
CA-514,Fresno City & County/Madera County CoC,2013,773.15,575.13,3131,594,2537,2013,2010
CA-514,Fresno City & County/Madera County CoC,2014,784.15,584.2,2592,709,1883,2014,2010
CA-514,Fresno City & County/Madera County CoC,2015,783.75,591.24,1722,539,1183,2015,2010
CA-514,Fresno City & County/Madera County CoC,2016,797.03,601.8,1883,452,1431,2016,2010
CA-514,Fresno City & County/Madera County CoC,2017,815.79,612.42,2016,487,1529,2017,2010
CA-514,Fresno City & County/Madera County CoC,2018,835.92,627.76,2144,463,1681,2018,2010
CA-514,Fresno City & County/Madera County CoC,2019,861.06,638.54,2508,439,2069,2019,2010
CA-514,Fresno City & County/Madera County CoC,2020,889.44,650.94,3641,960,2681,2020,2020
CA-514,Fresno City & County/Madera County CoC,2021,935.0,684.54,999,999,0,2021,2020
CA-514,Fresno City & County/Madera County CoC,2022,1031.79,747.11,4216,1878,2338,2022,2020
CA-514,Fresno City & County/Madera County CoC,2023,1105.11,801.2,4493,1735,2758,2023,2020
CA-514,Fresno City & County/Madera County CoC,2024,1167.59,839.23,4305,1547,2758,2024,2020
CA-515,"Roseville, Rocklin/Placer County CoC",2010,1045.54,805.39,1054,572,482,2010,2010
CA-515,"Roseville, Rocklin/Placer County CoC",2011,1095.56,809.09,821,466,355,2011,2010
CA-515,"Roseville, Rocklin/Placer County CoC",2012,1105.67,824.8,742,387,355,2012,2010
CA-515,"Roseville, Rocklin/Placer County CoC",2013,1129.67,835.95,908,385,523,2013,2010
CA-515,"Roseville, Rocklin/Placer County CoC",2014,1141.87,845.38,762,239,523,2014,2010
CA-515,"Roseville, Rocklin/Placer County CoC",2015,1158.26,858.05,796,297,499,2015,2010
CA-515,"Roseville, Rocklin/Placer County CoC",2016,1190.45,873.69,1021,522,499,2016,2010
CA-515,"Roseville, Rocklin/Placer County CoC",2017,1251.37,894.93,979,521,458,2017,2010
CA-515,"Roseville, Rocklin/Placer County CoC",2018,1318.67,944.76,950,492,458,2018,2010
CA-515,"Roseville, Rocklin/Placer County CoC",2019,1389.72,1002.49,617,321,296,2019,2010
CA-515,"Roseville, Rocklin/Placer County CoC",2020,1434.57,1059.44,744,339,405,2020,2020
CA-515,"Roseville, Rocklin/Placer County CoC",2021,1533.03,1129.86,708,357,351,2021,2020
CA-515,"Roseville, Rocklin/Placer County CoC",2022,1679.24,1229.31,750,342,408,2022,2020
CA-515,"Roseville, Rocklin/Placer County CoC",2023,1766.61,1283.29,709,302,407,2023,2020
CA-515,"Roseville, Rocklin/Placer County CoC",2024,1828.51,1328.68,702,336,366,2024,2020
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2010,665.85,476.77,336,215,121,2010,2010
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2011,687.35,489.04,527,356,171,2011,2010
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2012,709.94,514.2,524,342,182,2012,2010
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2013,710.22,510.67,851,504,347,2013,2010
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2014,717.17,518.8,630,548,82,2014,2010
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2015,714.5,522.88,591,244,347,2015,2010
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2016,730.44,533.37,1272,312,960,2016,2010
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2017,742.76,542.14,934,530,404,2017,2010
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2018,770.14,559.72,1149,459,690,2018,2010
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2019,798.15,580.48,1349,543,806,2019,2010
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2020,819.73,596.85,1529,506,1023,2020,2020
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2021,867.69,619.83,792,792,0,2021,2020
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2022,934.03,668.79,1837,741,1096,2022,2020
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2023,980.39,697.47,2521,1087,1434,2023,2020
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2024,1030.31,688.2,2404,970,1434,2024,2020
CA-517,Napa City & County CoC,2010,1128.82,815.19,314,186,128,2010,2010
CA-517,Napa City & County CoC,2011,1185.46,859.1,230,138,92,2011,2010
CA-517,Napa City & County CoC,2012,1223.4,892.24,248,156,92,2012,2010
CA-517,Napa City & County CoC,2013,1249.95,931.21,245,177,68,2013,2010
CA-517,Napa City & County CoC,2014,1280.04,935.06,285,194,91,2014,2010
CA-517,Napa City & County CoC,2015,1321.69,954.54,293,179,114,2015,2010
